Application ID,Application Date,Channel, Amount Requested ,Risk Class,Decision,Decision Code,Outcome, Revenue/ (Loss) 
100785,12/27/2010,Store, $500 ,J,Decline,D,n/a, $-   
100786,12/27/2010,Online, $200 ,N,Decline,D,n/a, $-   
100787,12/27/2010,Store, $300 ,N,Decline,D,n/a, $-   
100788,12/27/2010,Store, $300 ,B,Approve,U,Good = Pay, $30 
100789,12/27/2010,Store, $500 ,B,Approve,S,Bad = Default, $(400)
100790,12/27/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100791,12/27/2010,Store, $500 ,J,Decline,D,n/a, $-   
100792,12/27/2010,Online, $200 ,N,Decline,D,n/a, $-   
100793,12/27/2010,Store, $300 ,N,Decline,D,n/a, $-   
100794,12/27/2010,Store, $300 ,B,Approve,U,Good = Pay, $30 
100795,12/27/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100796,12/27/2010,Online, $500 ,B,Decline,D,n/a, $-   
100797,12/27/2010,Store, $300 ,B,Approve,U,Good = Pay, $30 
100798,12/27/2010,Store, $200 ,N,Approve,S,Good = Pay, $20 
100799,12/28/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100800,12/28/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100801,12/28/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100802,12/28/2010,Online, $500 ,N,Decline,D,n/a, $-   
100803,12/28/2010,Store, $200 ,N,Approve,S,Good = Pay, $20 
100804,12/28/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100805,12/28/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100806,12/28/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100807,12/28/2010,Online, $500 ,N,Decline,D,n/a, $-   
100808,12/28/2010,Store, $200 ,N,Approve,S,Good = Pay, $20 
100809,12/28/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100810,12/28/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100811,12/28/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100812,12/28/2010,Online, $500 ,N,Decline,D,n/a, $-   
100813,12/28/2010,Store, $200 ,N,Approve,S,Good = Pay, $20 
100814,12/28/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100815,12/28/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100816,12/28/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100817,12/28/2010,Online, $500 ,N,Decline,D,n/a, $-   
100818,12/29/2010,Store, $500 ,N,Decline,D,n/a, $-   
100819,12/29/2010,Store, $500 ,B,Approve,S,Bad = Default, $(400)
100820,12/29/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100821,12/29/2010,Online, $200 ,B,Approve,U,Good = Pay, $20 
100822,12/29/2010,Store, $300 ,B,Approve,U,Good = Pay, $30 
100823,12/29/2010,Store, $500 ,N,Decline,D,n/a, $-   
100824,12/29/2010,Store, $500 ,B,Approve,S,Bad = Default, $(400)
100825,12/29/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100826,12/29/2010,Online, $200 ,B,Approve,U,Good = Pay, $20 
100827,12/29/2010,Store, $300 ,B,Approve,U,Good = Pay, $30 
100828,12/29/2010,Store, $500 ,N,Decline,D,n/a, $-   
100829,12/29/2010,Store, $500 ,B,Approve,S,Bad = Default, $(400)
100830,12/29/2010,Store, $200 ,B,Approve,U,Good = Pay, $20 
100831,12/29/2010,Online, $200 ,B,Approve,U,Good = Pay, $20 
100832,12/29/2010,Store, $300 ,B,Approve,U,Good = Pay, $30 
100833,12/30/2010,Online, $200 ,N,Decline,D,n/a, $-   
100834,12/30/2010,Online, $500 ,B,Decline,D,n/a, $-   
100835,12/30/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100836,12/30/2010,Online, $300 ,J,Decline,D,n/a, $-   
100837,12/30/2010,Online, $200 ,N,Decline,D,n/a, $-   
100838,12/30/2010,Online, $300 ,B,Approve,U,Good = Pay, $30 
100839,12/30/2010,Store, $500 ,B,Approve,S,Good = Pay, $50 
100840,12/30/2010,Online, $500 ,B,Decline,D,n/a, $-   
100841,12/30/2010,Online, $200 ,N,Decline,D,n/a, $-   
100842,12/30/2010,Online, $200 ,N,Decline,D,n/a, $-   
100843,12/30/2010,Online, $200 ,N,Decline,D,n/a, $-   
100844,12/31/2010,Store, $500 ,B,Approve,S,Bad = Default, $(400)
100845,12/31/2010,Online, $300 ,J,Decline,D,n/a, $-   
100846,12/31/2010,Online, $200 ,J,Approve,S,Good = Pay, $20 
100847,12/31/2010,Online, $500 ,N,Decline,D,n/a, $-   
100848,12/31/2010,Store, $500 ,B,Approve,S,Bad = Default, $(400)
100849,12/31/2010,Store, $500 ,N,Decline,D,n/a, $-   
100850,12/15/2010,Online, $300 ,N,Decline,D,n/a, $-   
100851,12/15/2010,Online, $500 ,N,Decline,D,n/a, $-   
100852,12/15/2010,Online, $200 ,N,Decline,D,n/a, $-   
100853,12/15/2010,Online, $500 ,N,Decline,D,n/a, $-   
100854,12/17/2010,Online, $500 ,N,Decline,D,n/a, $-   
100855,12/17/2010,Online, $500 ,N,Decline,D,n/a, $-   
100856,12/17/2010,Online, $500 ,N,Decline,D,n/a, $-   
100857,12/20/2010,Online, $200 ,N,Decline,D,n/a, $-   
100858,12/20/2010,Online, $500 ,N,Decline,D,n/a, $-   
100859,12/20/2010,Online, $500 ,N,Decline,D,n/a, $-   
100860,12/20/2010,Online, $500 ,N,Decline,D,n/a, $-   
100861,12/20/2010,Online, $200 ,N,Decline,D,n/a, $-   
100862,12/20/2010,Online, $500 ,N,Decline,D,n/a, $-   
100863,12/20/2010,Online, $200 ,N,Decline,D,n/a, $-   
100864,12/20/2010,Online, $500 ,N,Decline,D,n/a, $-   
100865,12/20/2010,Online, $500 ,N,Decline,D,n/a, $-   
100866,12/20/2010,Online, $500 ,N,Decline,D,n/a, $-   
100867,12/20/2010,Online, $200 ,N,Decline,D,n/a, $-   
100868,12/21/2010,Online, $500 ,N,Decline,D,n/a, $-   
100869,12/22/2010,Online, $500 ,N,Decline,D,n/a, $-   
100870,12/22/2010,Online, $500 ,N,Decline,D,n/a, $-   
100871,12/22/2010,Online, $500 ,N,Decline,D,n/a, $-   
100872,12/22/2010,Online, $500 ,N,Decline,D,n/a, $-   
100873,12/23/2010,Online, $500 ,N,Decline,D,n/a, $-   
100874,12/24/2010,Online, $300 ,N,Decline,D,n/a, $-   
100875,12/24/2010,Online, $200 ,N,Decline,D,n/a, $-   
100876,12/24/2010,Online, $300 ,N,Decline,D,n/a, $-   
100877,12/24/2010,Online, $200 ,N,Decline,D,n/a, $-   
100878,12/27/2010,Online, $500 ,N,Decline,D,n/a, $-   
100879,12/27/2010,Online, $200 ,N,Decline,D,n/a, $-   
100880,12/27/2010,Online, $500 ,N,Decline,D,n/a, $-   
100881,12/27/2010,Online, $500 ,N,Decline,D,n/a, $-   
100882,12/27/2010,Online, $500 ,N,Decline,D,n/a, $-   
100883,12/27/2010,Online, $500 ,N,Decline,D,n/a, $-   
100884,12/27/2010,Online, $200 ,N,Decline,D,n/a, $-   
100885,12/27/2010,Online, $500 ,N,Decline,D,n/a, $-   
100886,12/27/2010,Online, $200 ,N,Decline,D,n/a, $-   
100887,12/27/2010,Online, $200 ,N,Decline,D,n/a, $-   
100888,12/27/2010,Online, $200 ,N,Decline,D,n/a, $-   
100889,12/27/2010,Online, $200 ,N,Decline,D,n/a, $-   
100890,12/28/2010,Online, $500 ,N,Decline,D,n/a, $-   
100891,12/28/2010,Online, $500 ,N,Decline,D,n/a, $-   
100892,12/28/2010,Online, $500 ,N,Decline,D,n/a, $-   
100893,12/28/2010,Online, $500 ,N,Decline,D,n/a, $-   
100894,12/30/2010,Online, $200 ,N,Decline,D,n/a, $-   
100895,12/30/2010,Online, $200 ,N,Decline,D,n/a, $-   
100896,12/30/2010,Online, $200 ,N,Decline,D,n/a, $-   
100897,12/30/2010,Online, $200 ,N,Decline,D,n/a, $-   
100898,12/30/2010,Online, $200 ,N,Decline,D,n/a, $-   
100899,12/31/2010,Online, $500 ,N,Decline,D,n/a, $-   
